,result_name,rmse,mae,relative_rmse,relative_mae,len_scale,n_turns,n_measurements,sensor_noise_ratio,n_inducing_points,Inducing points,Number of inducing points (binned)
844,1.0_random_field_4-3_0.1-20,0.140132,0.11753327,0.6995156,0.7171152,1.0,3,400,0.1,18,11 - 40,11 - 40
845,1.0_random_field_0-3_0.1-40,0.16728903,0.13328616,0.81287545,0.7633383,1.0,3,400,0.1,27,11 - 40,11 - 40
846,1.0_random_field_1-3_0.1-40,0.14055142,0.1135804,0.7829887,0.798162,1.0,3,400,0.1,27,11 - 40,11 - 40
847,1.0_random_field_2-3_0.1-40,0.109867565,0.09133066,0.5276248,0.52874005,1.0,3,400,0.1,27,11 - 40,11 - 40
848,1.0_random_field_3-3_0.1-40,0.14360139,0.1214139,0.6682154,0.67679614,1.0,3,400,0.1,27,11 - 40,11 - 40
849,1.0_random_field_4-3_0.1-40,0.12692091,0.105002835,0.633568,0.6406623,1.0,3,400,0.1,27,11 - 40,11 - 40
850,1.0_random_field_0-3_0.1-70,0.15170948,0.1191848,0.7371727,0.6825789,1.0,3,400,0.1,48,41 - 110,41 - 110
851,1.0_random_field_1-3_0.1-70,0.12630635,0.09998497,0.7036318,0.70262307,1.0,3,400,0.1,48,41 - 110,41 - 110
852,1.0_random_field_2-3_0.1-70,0.10420813,0.08806101,0.500446,0.5098111,1.0,3,400,0.1,48,41 - 110,41 - 110
853,1.0_random_field_3-3_0.1-70,0.12651056,0.106516846,0.58868724,0.59375566,1.0,3,400,0.1,48,41 - 110,41 - 110
854,1.0_random_field_4-3_0.1-70,0.11890634,0.09613532,0.59356064,0.5865582,1.0,3,400,0.1,48,41 - 110,41 - 110
855,1.0_random_field_0-3_0.1-110,0.14575538,0.11421986,0.7082411,0.65414435,1.0,3,400,0.1,106,41 - 110,41 - 110
856,1.0_random_field_1-3_0.1-110,0.118762866,0.090541646,0.6616083,0.63626206,1.0,3,400,0.1,106,41 - 110,41 - 110
857,1.0_random_field_2-3_0.1-110,0.10522056,0.088949956,0.50530815,0.5149574,1.0,3,400,0.1,106,41 - 110,41 - 110
858,1.0_random_field_3-3_0.1-110,0.12211805,0.099584915,0.5682477,0.5551151,1.0,3,400,0.1,106,41 - 110,41 - 110
859,1.0_random_field_4-3_0.1-110,0.11584433,0.092475295,0.5782756,0.564227,1.0,3,400,0.1,106,41 - 110,41 - 110
860,1.0_random_field_0-3_0.1-160,0.145531,0.113870665,0.7071508,0.6521445,1.0,3,400,0.1,136,111 - 220,111 - 220
861,1.0_random_field_1-3_0.1-160,0.11787545,0.08909764,0.6566646,0.62611467,1.0,3,400,0.1,136,111 - 220,111 - 220
862,1.0_random_field_2-3_0.1-160,0.106469944,0.089705855,0.51130813,0.51933354,1.0,3,400,0.1,136,111 - 220,111 - 220
863,1.0_random_field_3-3_0.1-160,0.122505724,0.09896782,0.57005167,0.5516752,1.0,3,400,0.1,136,111 - 220,111 - 220
864,1.0_random_field_4-3_0.1-160,0.11511651,0.09126084,0.5746424,0.5568172,1.0,3,400,0.1,136,111 - 220,111 - 220
865,1.0_random_field_0-3_0.1-220,0.14568971,0.1137158,0.707922,0.6512576,1.0,3,400,0.1,184,111 - 220,111 - 220
866,1.0_random_field_1-3_0.1-220,0.11739808,0.088020444,0.6540053,0.6185449,1.0,3,400,0.1,184,111 - 220,111 - 220
867,1.0_random_field_2-3_0.1-220,0.10770994,0.09022714,0.51726305,0.52235144,1.0,3,400,0.1,184,111 - 220,111 - 220
868,1.0_random_field_3-3_0.1-220,0.12345768,0.09878328,0.57448137,0.55064654,1.0,3,400,0.1,184,111 - 220,111 - 220
869,1.0_random_field_4-3_0.1-220,0.11547385,0.091151595,0.5764262,0.5561506,1.0,3,400,0.1,184,111 - 220,111 - 220
870,1.0_random_field_0-3_0.1-290,0.14607999,0.1137572,0.70981836,0.6514947,1.0,3,400,0.1,228,221 - 370,221 - 370
871,1.0_random_field_1-3_0.1-290,0.117067665,0.08743747,0.6521646,0.6144482,1.0,3,400,0.1,228,221 - 370,221 - 370
872,1.0_random_field_2-3_0.1-290,0.10862594,0.090471186,0.521662,0.5237643,1.0,3,400,0.1,228,221 - 370,221 - 370
873,1.0_random_field_3-3_0.1-290,0.124219626,0.09880547,0.5780269,0.5507702,1.0,3,400,0.1,228,221 - 370,221 - 370
874,1.0_random_field_4-3_0.1-290,0.11569567,0.09104449,0.5775335,0.55549717,1.0,3,400,0.1,228,221 - 370,221 - 370
875,1.0_random_field_0-3_0.1-370,0.14647251,0.11378099,0.7117257,0.65163094,1.0,3,400,0.1,298,221 - 370,221 - 370
876,1.0_random_field_1-3_0.1-370,0.1170059,0.08717692,0.65182054,0.6126172,1.0,3,400,0.1,298,221 - 370,221 - 370
877,1.0_random_field_2-3_0.1-370,0.109562546,0.090366855,0.52615994,0.5231603,1.0,3,400,0.1,298,221 - 370,221 - 370
878,1.0_random_field_3-3_0.1-370,0.12531012,0.09910326,0.5831013,0.5524302,1.0,3,400,0.1,298,221 - 370,221 - 370
879,1.0_random_field_4-3_0.1-370,0.11582052,0.09088612,0.5781567,0.55453086,1.0,3,400,0.1,298,221 - 370,221 - 370
880,1.0_random_field_0-4_0.1-20,0.18574974,0.15558507,0.902578,0.8910455,1.0,4,479,0.1,15,11 - 40,11 - 40
881,1.0_random_field_1-4_0.1-20,0.15284489,0.1220885,0.8514736,0.85795087,1.0,4,479,0.1,15,11 - 40,11 - 40
882,1.0_random_field_2-4_0.1-20,0.12820053,0.103851944,0.61566645,0.6012294,1.0,4,479,0.1,15,11 - 40,11 - 40
883,1.0_random_field_3-4_0.1-20,0.17573309,0.14828171,0.8177327,0.8265651,1.0,4,479,0.1,15,11 - 40,11 - 40
884,1.0_random_field_4-4_0.1-20,0.15754353,0.1327492,0.786431,0.80995345,1.0,4,479,0.1,15,11 - 40,11 - 40
885,1.0_random_field_0-4_0.1-40,0.13804317,0.11381963,0.6707666,0.65185225,1.0,4,479,0.1,34,11 - 40,11 - 40
886,1.0_random_field_1-4_0.1-40,0.124330476,0.09863779,0.6926245,0.693156,1.0,4,479,0.1,34,11 - 40,11 - 40
887,1.0_random_field_2-4_0.1-40,0.09861124,0.08122271,0.47356772,0.47022215,1.0,4,479,0.1,34,11 - 40,11 - 40
888,1.0_random_field_3-4_0.1-40,0.12933527,0.10795239,0.6018313,0.6017578,1.0,4,479,0.1,34,11 - 40,11 - 40
889,1.0_random_field_4-4_0.1-40,0.12627679,0.104833215,0.6303527,0.6396274,1.0,4,479,0.1,34,11 - 40,11 - 40
890,1.0_random_field_0-4_0.1-70,0.1087687,0.090226755,0.52851886,0.51673436,1.0,4,479,0.1,70,41 - 110,41 - 110
891,1.0_random_field_1-4_0.1-70,0.10814594,0.08606586,0.6024631,0.60480946,1.0,4,479,0.1,70,41 - 110,41 - 110
892,1.0_random_field_2-4_0.1-70,0.09049642,0.075582154,0.43459734,0.4375673,1.0,4,479,0.1,70,41 - 110,41 - 110
893,1.0_random_field_3-4_0.1-70,0.1061844,0.08731245,0.4941042,0.48670483,1.0,4,479,0.1,70,41 - 110,41 - 110
894,1.0_random_field_4-4_0.1-70,0.11162033,0.09092886,0.55719006,0.5547916,1.0,4,479,0.1,70,41 - 110,41 - 110
895,1.0_random_field_0-4_0.1-110,0.10485959,0.086900674,0.50952405,0.49768567,1.0,4,479,0.1,88,41 - 110,41 - 110
896,1.0_random_field_1-4_0.1-110,0.104439594,0.083240695,0.5818157,0.5849562,1.0,4,479,0.1,88,41 - 110,41 - 110
897,1.0_random_field_2-4_0.1-110,0.08836398,0.07377392,0.42435658,0.4270989,1.0,4,479,0.1,88,41 - 110,41 - 110
898,1.0_random_field_3-4_0.1-110,0.10193309,0.08321355,0.47432172,0.46385637,1.0,4,479,0.1,88,41 - 110,41 - 110
899,1.0_random_field_4-4_0.1-110,0.10829132,0.0882182,0.5405722,0.53825283,1.0,4,479,0.1,88,41 - 110,41 - 110
900,1.0_random_field_0-4_0.1-160,0.101457484,0.08379236,0.49299285,0.47988415,1.0,4,479,0.1,122,111 - 220,111 - 220
901,1.0_random_field_1-4_0.1-160,0.10008625,0.07985378,0.55756396,0.5611554,1.0,4,479,0.1,122,111 - 220,111 - 220
902,1.0_random_field_2-4_0.1-160,0.08706101,0.07257878,0.41809922,0.4201799,1.0,4,479,0.1,122,111 - 220,111 - 220
903,1.0_random_field_3-4_0.1-160,0.09826002,0.0793197,0.45722997,0.44215092,1.0,4,479,0.1,122,111 - 220,111 - 220
904,1.0_random_field_4-4_0.1-160,0.104275435,0.08512474,0.5205256,0.5193785,1.0,4,479,0.1,122,111 - 220,111 - 220
905,1.0_random_field_0-4_0.1-220,0.09903491,0.08106465,0.48122132,0.4642624,1.0,4,479,0.1,206,111 - 220,111 - 220
906,1.0_random_field_1-4_0.1-220,0.09488376,0.07553777,0.52858174,0.53082556,1.0,4,479,0.1,206,111 - 220,111 - 220
907,1.0_random_field_2-4_0.1-220,0.084781006,0.07013688,0.40714982,0.40604302,1.0,4,479,0.1,206,111 - 220,111 - 220
908,1.0_random_field_3-4_0.1-220,0.09471688,0.07505669,0.44074276,0.41838765,1.0,4,479,0.1,206,111 - 220,111 - 220
909,1.0_random_field_4-4_0.1-220,0.09946671,0.08127086,0.49652123,0.49586448,1.0,4,479,0.1,206,111 - 220,111 - 220
910,1.0_random_field_0-4_0.1-290,0.09902599,0.08040156,0.48117793,0.46046484,1.0,4,479,0.1,256,221 - 370,221 - 370
911,1.0_random_field_1-4_0.1-290,0.093304895,0.07413694,0.5197861,0.52098155,1.0,4,479,0.1,256,221 - 370,221 - 370
912,1.0_random_field_2-4_0.1-290,0.08410053,0.069291495,0.4038819,0.40114883,1.0,4,479,0.1,256,221 - 370,221 - 370
913,1.0_random_field_3-4_0.1-290,0.09384365,0.07383963,0.4366794,0.41160342,1.0,4,479,0.1,256,221 - 370,221 - 370
914,1.0_random_field_4-4_0.1-290,0.098812774,0.080744736,0.4932569,0.4926544,1.0,4,479,0.1,256,221 - 370,221 - 370
915,1.0_random_field_0-4_0.1-370,0.0990245,0.08004658,0.48117068,0.45843184,1.0,4,479,0.1,358,221 - 370,221 - 370
916,1.0_random_field_1-4_0.1-370,0.09162547,0.07251785,0.51043034,0.5096037,1.0,4,479,0.1,358,221 - 370,221 - 370
917,1.0_random_field_2-4_0.1-370,0.08286547,0.06780997,0.39795068,0.39257184,1.0,4,479,0.1,358,221 - 370,221 - 370
918,1.0_random_field_3-4_0.1-370,0.09307568,0.07259149,0.43310583,0.40464595,1.0,4,479,0.1,358,221 - 370,221 - 370
919,1.0_random_field_4-4_0.1-370,0.09720833,0.07920375,0.48524776,0.48325223,1.0,4,479,0.1,358,221 - 370,221 - 370
920,1.0_random_field_0-5_0.1-20,0.18637969,0.15672876,0.90563893,0.8975955,1.0,5,559,0.1,13,11 - 40,11 - 40
921,1.0_random_field_1-5_0.1-20,0.15900746,0.12814254,0.88580424,0.9004943,1.0,5,559,0.1,13,11 - 40,11 - 40
922,1.0_random_field_2-5_0.1-20,0.13367712,0.10875335,0.6419671,0.6296051,1.0,5,559,0.1,13,11 - 40,11 - 40
923,1.0_random_field_3-5_0.1-20,0.1867397,0.15754959,0.8689494,0.87822694,1.0,5,559,0.1,13,11 - 40,11 - 40
924,1.0_random_field_4-5_0.1-20,0.16686057,0.1396469,0.8329401,0.852039,1.0,5,559,0.1,13,11 - 40,11 - 40
925,1.0_random_field_0-5_0.1-40,0.15921631,0.1311094,0.7736492,0.75087184,1.0,5,559,0.1,24,11 - 40,11 - 40
926,1.0_random_field_1-5_0.1-40,0.1335096,0.1072515,0.74375993,0.753687,1.0,5,559,0.1,24,11 - 40,11 - 40
927,1.0_random_field_2-5_0.1-40,0.10610242,0.086481564,0.5095431,0.5006672,1.0,5,559,0.1,24,11 - 40,11 - 40
928,1.0_random_field_3-5_0.1-40,0.15213488,0.12723234,0.707924,0.7092298,1.0,5,559,0.1,24,11 - 40,11 - 40
929,1.0_random_field_4-5_0.1-40,0.13929951,0.11688943,0.69535995,0.713187,1.0,5,559,0.1,24,11 - 40,11 - 40
930,1.0_random_field_0-5_0.1-70,0.12213538,0.09892939,0.59346896,0.5665749,1.0,5,559,0.1,43,41 - 110,41 - 110
931,1.0_random_field_1-5_0.1-70,0.112128064,0.0898374,0.6246469,0.63131315,1.0,5,559,0.1,43,41 - 110,41 - 110
932,1.0_random_field_2-5_0.1-70,0.09387981,0.07778862,0.45084563,0.4503412,1.0,5,559,0.1,43,41 - 110,41 - 110
933,1.0_random_field_3-5_0.1-70,0.1191543,0.09930832,0.5544566,0.55357325,1.0,5,559,0.1,43,41 - 110,41 - 110
934,1.0_random_field_4-5_0.1-70,0.1192539,0.09861423,0.5952956,0.601683,1.0,5,559,0.1,43,41 - 110,41 - 110
935,1.0_random_field_0-5_0.1-110,0.0977809,0.07952773,0.4751279,0.45546034,1.0,5,559,0.1,85,41 - 110,41 - 110
936,1.0_random_field_1-5_0.1-110,0.09640873,0.07716657,0.5370771,0.5422716,1.0,5,559,0.1,85,41 - 110,41 - 110
937,1.0_random_field_2-5_0.1-110,0.08742388,0.07319265,0.4198419,0.42373374,1.0,5,559,0.1,85,41 - 110,41 - 110
938,1.0_random_field_3-5_0.1-110,0.09748398,0.0811836,0.45361882,0.4525408,1.0,5,559,0.1,85,41 - 110,41 - 110
939,1.0_random_field_4-5_0.1-110,0.103117816,0.08491184,0.51474696,0.51807946,1.0,5,559,0.1,85,41 - 110,41 - 110
940,1.0_random_field_0-5_0.1-160,0.08887828,0.072330095,0.43186915,0.41423905,1.0,5,559,0.1,154,111 - 220,111 - 220
941,1.0_random_field_1-5_0.1-160,0.088061735,0.07007611,0.49057737,0.49244487,1.0,5,559,0.1,154,111 - 220,111 - 220
942,1.0_random_field_2-5_0.1-160,0.08505471,0.0711107,0.40846422,0.41168076,1.0,5,559,0.1,154,111 - 220,111 - 220
943,1.0_random_field_3-5_0.1-160,0.08843703,0.07266757,0.41152096,0.40507004,1.0,5,559,0.1,154,111 - 220,111 - 220
944,1.0_random_field_4-5_0.1-160,0.09249951,0.07648892,0.46174213,0.46668804,1.0,5,559,0.1,154,111 - 220,111 - 220
945,1.0_random_field_0-5_0.1-220,0.087149344,0.07091826,0.42346805,0.40615338,1.0,5,559,0.1,191,111 - 220,111 - 220
946,1.0_random_field_1-5_0.1-220,0.08592301,0.06821313,0.47866288,0.4793532,1.0,5,559,0.1,191,111 - 220,111 - 220
947,1.0_random_field_2-5_0.1-220,0.08411866,0.07018932,0.40396896,0.4063466,1.0,5,559,0.1,191,111 - 220,111 - 220
948,1.0_random_field_3-5_0.1-220,0.086385526,0.0704873,0.4019748,0.39291656,1.0,5,559,0.1,191,111 - 220,111 - 220
949,1.0_random_field_4-5_0.1-220,0.089458786,0.074033655,0.44656333,0.45170754,1.0,5,559,0.1,191,111 - 220,111 - 220
950,1.0_random_field_0-5_0.1-290,0.08612346,0.0694771,0.41848317,0.39789978,1.0,5,559,0.1,260,221 - 370,221 - 370
951,1.0_random_field_1-5_0.1-290,0.08381143,0.066336215,0.46689963,0.46616358,1.0,5,559,0.1,260,221 - 370,221 - 370
952,1.0_random_field_2-5_0.1-290,0.0809069,0.067101136,0.38854492,0.3884682,1.0,5,559,0.1,260,221 - 370,221 - 370
953,1.0_random_field_3-5_0.1-290,0.08439862,0.06812244,0.3927292,0.37973416,1.0,5,559,0.1,260,221 - 370,221 - 370
954,1.0_random_field_4-5_0.1-290,0.08618551,0.07126092,0.43022367,0.43479005,1.0,5,559,0.1,260,221 - 370,221 - 370
955,1.0_random_field_0-5_0.1-370,0.08560575,0.068805516,0.41596755,0.39405355,1.0,5,559,0.1,312,221 - 370,221 - 370
956,1.0_random_field_1-5_0.1-370,0.08284121,0.065494195,0.46149468,0.46024647,1.0,5,559,0.1,312,221 - 370,221 - 370
957,1.0_random_field_2-5_0.1-370,0.08175601,0.06773182,0.39262265,0.3921194,1.0,5,559,0.1,312,221 - 370,221 - 370
958,1.0_random_field_3-5_0.1-370,0.08368731,0.06710626,0.3894193,0.3740697,1.0,5,559,0.1,312,221 - 370,221 - 370
959,1.0_random_field_4-5_0.1-370,0.08453427,0.0697521,0.421981,0.4255841,1.0,5,559,0.1,312,221 - 370,221 - 370
960,1.0_random_field_0-7_0.1-20,0.18136561,0.1525787,0.881275,0.8738279,1.0,7,719,0.1,15,11 - 40,11 - 40
961,1.0_random_field_1-7_0.1-20,0.14951663,0.11981685,0.8329324,0.8419873,1.0,7,719,0.1,15,11 - 40,11 - 40
962,1.0_random_field_2-7_0.1-20,0.12620348,0.10208267,0.6060759,0.59098655,1.0,7,719,0.1,15,11 - 40,11 - 40
963,1.0_random_field_3-7_0.1-20,0.17822881,0.14929558,0.82934594,0.83221674,1.0,7,719,0.1,15,11 - 40,11 - 40
964,1.0_random_field_4-7_0.1-20,0.16244659,0.13594477,0.8109063,0.82945085,1.0,7,719,0.1,15,11 - 40,11 - 40
965,1.0_random_field_0-7_0.1-40,0.15711893,0.1303839,0.76345783,0.7467168,1.0,7,719,0.1,24,11 - 40,11 - 40
966,1.0_random_field_1-7_0.1-40,0.13023952,0.10434343,0.7255428,0.73325115,1.0,7,719,0.1,24,11 - 40,11 - 40
967,1.0_random_field_2-7_0.1-40,0.10514595,0.08468423,0.5049498,0.4902619,1.0,7,719,0.1,24,11 - 40,11 - 40
968,1.0_random_field_3-7_0.1-40,0.15296435,0.12691279,0.71178377,0.70744854,1.0,7,719,0.1,24,11 - 40,11 - 40
969,1.0_random_field_4-7_0.1-40,0.13943808,0.11724231,0.69605166,0.71533996,1.0,7,719,0.1,24,11 - 40,11 - 40
970,1.0_random_field_0-7_0.1-70,0.10981554,0.08911739,0.5336055,0.510381,1.0,7,719,0.1,48,41 - 110,41 - 110
971,1.0_random_field_1-7_0.1-70,0.10705972,0.0859712,0.596412,0.6041442,1.0,7,719,0.1,48,41 - 110,41 - 110
972,1.0_random_field_2-7_0.1-70,0.08862586,0.07241031,0.42561424,0.41920456,1.0,7,719,0.1,48,41 - 110,41 - 110
973,1.0_random_field_3-7_0.1-70,0.11140245,0.09094395,0.5183852,0.5069478,1.0,7,719,0.1,48,41 - 110,41 - 110
974,1.0_random_field_4-7_0.1-70,0.1129848,0.09360232,0.56400126,0.57110345,1.0,7,719,0.1,48,41 - 110,41 - 110
975,1.0_random_field_0-7_0.1-110,0.08001892,0.0649218,0.38882056,0.37181124,1.0,7,719,0.1,102,41 - 110,41 - 110
976,1.0_random_field_1-7_0.1-110,0.08935669,0.07264518,0.49779135,0.51049846,1.0,7,719,0.1,102,41 - 110,41 - 110
977,1.0_random_field_2-7_0.1-110,0.07989456,0.0661582,0.38368326,0.38300925,1.0,7,719,0.1,102,41 - 110,41 - 110
978,1.0_random_field_3-7_0.1-110,0.08485582,0.06904175,0.39485663,0.38485867,1.0,7,719,0.1,102,41 - 110,41 - 110
979,1.0_random_field_4-7_0.1-110,0.09184495,0.07542053,0.4584747,0.46016937,1.0,7,719,0.1,102,41 - 110,41 - 110
980,1.0_random_field_0-7_0.1-160,0.07468821,0.060619902,0.36291805,0.34717402,1.0,7,719,0.1,134,111 - 220,111 - 220
981,1.0_random_field_1-7_0.1-160,0.08443786,0.06898859,0.47038937,0.4848026,1.0,7,719,0.1,134,111 - 220,111 - 220
982,1.0_random_field_2-7_0.1-160,0.07749516,0.06427336,0.37216046,0.37209734,1.0,7,719,0.1,134,111 - 220,111 - 220
983,1.0_random_field_3-7_0.1-160,0.07882264,0.0639157,0.3667827,0.3562846,1.0,7,719,0.1,134,111 - 220,111 - 220
984,1.0_random_field_4-7_0.1-160,0.08517971,0.07014832,0.4252029,0.4280016,1.0,7,719,0.1,134,111 - 220,111 - 220
985,1.0_random_field_0-7_0.1-220,0.069070786,0.056127038,0.3356224,0.3214431,1.0,7,719,0.1,204,111 - 220,111 - 220
986,1.0_random_field_1-7_0.1-220,0.07822102,0.06418084,0.4357564,0.45101717,1.0,7,719,0.1,204,111 - 220,111 - 220
987,1.0_random_field_2-7_0.1-220,0.07398407,0.061285637,0.35529894,0.35480058,1.0,7,719,0.1,204,111 - 220,111 - 220
988,1.0_random_field_3-7_0.1-220,0.071946554,0.05778901,0.33478642,0.32213262,1.0,7,719,0.1,204,111 - 220,111 - 220
989,1.0_random_field_4-7_0.1-220,0.076101735,0.06296611,0.37988716,0.38418022,1.0,7,719,0.1,204,111 - 220,111 - 220
990,1.0_random_field_0-7_0.1-290,0.06737631,0.05464101,0.32738873,0.31293252,1.0,7,719,0.1,261,221 - 370,221 - 370
991,1.0_random_field_1-7_0.1-290,0.07536277,0.061806947,0.41983354,0.4343351,1.0,7,719,0.1,261,221 - 370,221 - 370
992,1.0_random_field_2-7_0.1-290,0.071850285,0.05940761,0.3450517,0.34392813,1.0,7,719,0.1,261,221 - 370,221 - 370
993,1.0_random_field_3-7_0.1-290,0.068885766,0.054931115,0.32054377,0.3062019,1.0,7,719,0.1,261,221 - 370,221 - 370
994,1.0_random_field_4-7_0.1-290,0.07201119,0.059727527,0.35946783,0.3644204,1.0,7,719,0.1,261,221 - 370,221 - 370
995,1.0_random_field_0-7_0.1-370,0.06610312,0.053355742,0.3212022,0.3055717,1.0,7,719,0.1,354,221 - 370,221 - 370
996,1.0_random_field_1-7_0.1-370,0.07245422,0.05932051,0.4036305,0.41686222,1.0,7,719,0.1,354,221 - 370,221 - 370
997,1.0_random_field_2-7_0.1-370,0.06870319,0.05655346,0.32993817,0.32740462,1.0,7,719,0.1,354,221 - 370,221 - 370
998,1.0_random_field_3-7_0.1-370,0.06569475,0.05194074,0.30569512,0.2895327,1.0,7,719,0.1,354,221 - 370,221 - 370
999,1.0_random_field_4-7_0.1-370,0.06796326,0.05645777,0.33926126,0.34447035,1.0,7,719,0.1,354,221 - 370,221 - 370
1000,1.0_random_field_0-9_0.1-20,0.17763072,0.14944369,0.8631268,0.85587347,1.0,9,878,0.1,16,11 - 40,11 - 40
1001,1.0_random_field_1-9_0.1-20,0.14749096,0.11771449,0.82164776,0.8272134,1.0,9,878,0.1,16,11 - 40,11 - 40
1002,1.0_random_field_2-9_0.1-20,0.12088858,0.097301885,0.58055174,0.5633092,1.0,9,878,0.1,16,11 - 40,11 - 40
1003,1.0_random_field_3-9_0.1-20,0.17660569,0.14761573,0.82179314,0.82285273,1.0,9,878,0.1,16,11 - 40,11 - 40
1004,1.0_random_field_4-9_0.1-20,0.15883853,0.13267392,0.79289544,0.80949414,1.0,9,878,0.1,16,11 - 40,11 - 40
1005,1.0_random_field_0-9_0.1-40,0.15193075,0.12615478,0.7382479,0.72249645,1.0,9,878,0.1,25,11 - 40,11 - 40
1006,1.0_random_field_1-9_0.1-40,0.12943609,0.10318562,0.7210671,0.7251149,1.0,9,878,0.1,25,11 - 40,11 - 40
1007,1.0_random_field_2-9_0.1-40,0.10157888,0.08121569,0.4878194,0.4701815,1.0,9,878,0.1,25,11 - 40,11 - 40
1008,1.0_random_field_3-9_0.1-40,0.1529344,0.12667505,0.71164435,0.70612335,1.0,9,878,0.1,25,11 - 40,11 - 40
1009,1.0_random_field_4-9_0.1-40,0.1373279,0.11519347,0.68551797,0.70283926,1.0,9,878,0.1,25,11 - 40,11 - 40
1010,1.0_random_field_0-9_0.1-70,0.105359755,0.08543257,0.51195437,0.48927772,1.0,9,878,0.1,49,41 - 110,41 - 110
1011,1.0_random_field_1-9_0.1-70,0.10573748,0.084357984,0.589046,0.5928077,1.0,9,878,0.1,49,41 - 110,41 - 110
1012,1.0_random_field_2-9_0.1-70,0.085499756,0.069090314,0.4106015,0.39998412,1.0,9,878,0.1,49,41 - 110,41 - 110
1013,1.0_random_field_3-9_0.1-70,0.11089757,0.09026706,0.51603585,0.50317466,1.0,9,878,0.1,49,41 - 110,41 - 110
1014,1.0_random_field_4-9_0.1-70,0.111593075,0.09227015,0.55705404,0.56297535,1.0,9,878,0.1,49,41 - 110,41 - 110
1015,1.0_random_field_0-9_0.1-110,0.07335352,0.058990918,0.35643265,0.33784473,1.0,9,878,0.1,108,41 - 110,41 - 110
1016,1.0_random_field_1-9_0.1-110,0.08307961,0.067119226,0.46282274,0.47166604,1.0,9,878,0.1,108,41 - 110,41 - 110
1017,1.0_random_field_2-9_0.1-110,0.07680529,0.06309638,0.3688475,0.3652835,1.0,9,878,0.1,108,41 - 110,41 - 110
1018,1.0_random_field_3-9_0.1-110,0.08070157,0.06558012,0.3755258,0.36556256,1.0,9,878,0.1,108,41 - 110,41 - 110
1019,1.0_random_field_4-9_0.1-110,0.08794909,0.07176359,0.4390272,0.437857,1.0,9,878,0.1,108,41 - 110,41 - 110
1020,1.0_random_field_0-9_0.1-160,0.066516876,0.05324474,0.32321265,0.304936,1.0,9,878,0.1,149,111 - 220,111 - 220
1021,1.0_random_field_1-9_0.1-160,0.076133825,0.061794452,0.42412895,0.43424731,1.0,9,878,0.1,149,111 - 220,111 - 220
1022,1.0_random_field_2-9_0.1-160,0.072819345,0.05985951,0.3497055,0.3465443,1.0,9,878,0.1,149,111 - 220,111 - 220
1023,1.0_random_field_3-9_0.1-160,0.072967984,0.059188038,0.3395394,0.32993123,1.0,9,878,0.1,149,111 - 220,111 - 220
1024,1.0_random_field_4-9_0.1-160,0.07942423,0.065099955,0.3964725,0.39719963,1.0,9,878,0.1,149,111 - 220,111 - 220
1025,1.0_random_field_0-9_0.1-220,0.06357845,0.05083522,0.30893454,0.2911365,1.0,9,878,0.1,181,111 - 220,111 - 220
1026,1.0_random_field_1-9_0.1-220,0.072323024,0.058850322,0.4028996,0.41355807,1.0,9,878,0.1,181,111 - 220,111 - 220
1027,1.0_random_field_2-9_0.1-220,0.07109898,0.058495697,0.34144366,0.33864877,1.0,9,878,0.1,181,111 - 220,111 - 220
1028,1.0_random_field_3-9_0.1-220,0.06917749,0.056009863,0.32190123,0.31221515,1.0,9,878,0.1,181,111 - 220,111 - 220
1029,1.0_random_field_4-9_0.1-220,0.07483635,0.061465587,0.3735706,0.37502497,1.0,9,878,0.1,181,111 - 220,111 - 220
1030,1.0_random_field_0-9_0.1-290,0.060723938,0.04847481,0.29506415,0.27761832,1.0,9,878,0.1,232,221 - 370,221 - 370
1031,1.0_random_field_1-9_0.1-290,0.068177596,0.055552654,0.3798061,0.3903844,1.0,9,878,0.1,232,221 - 370,221 - 370
1032,1.0_random_field_2-9_0.1-290,0.06913988,0.056884266,0.33203533,0.32931975,1.0,9,878,0.1,232,221 - 370,221 - 370
1033,1.0_random_field_3-9_0.1-290,0.06524783,0.052635405,0.30361545,0.29340497,1.0,9,878,0.1,232,221 - 370,221 - 370
1034,1.0_random_field_4-9_0.1-290,0.069540836,0.05738868,0.34713626,0.3501502,1.0,9,878,0.1,232,221 - 370,221 - 370
1035,1.0_random_field_0-9_0.1-370,0.05808751,0.046186015,0.28225347,0.26451024,1.0,9,878,0.1,335,221 - 370,221 - 370
1036,1.0_random_field_1-9_0.1-370,0.063197024,0.051502228,0.35206017,0.3619209,1.0,9,878,0.1,335,221 - 370,221 - 370
1037,1.0_random_field_2-9_0.1-370,0.064890176,0.05337743,0.31162667,0.30901763,1.0,9,878,0.1,335,221 - 370,221 - 370
1038,1.0_random_field_3-9_0.1-370,0.06032603,0.048497394,0.28071302,0.27033848,1.0,9,878,0.1,335,221 - 370,221 - 370
1039,1.0_random_field_4-9_0.1-370,0.062523276,0.051764183,0.31210577,0.315833,1.0,9,878,0.1,335,221 - 370,221 - 370
1040,1.0_random_field_0-12_0.1-20,0.17102052,0.14361867,0.8310071,0.8225132,1.0,12,1118,0.1,18,11 - 40,11 - 40
1041,1.0_random_field_1-12_0.1-20,0.14224468,0.11316203,0.7924216,0.79522204,1.0,12,1118,0.1,18,11 - 40,11 - 40
